Name,GameGrin,Wired UK,Vgames,CD-Action,PLAY! Zine,Nintendo Force Magazine,App Trigger,RPGamer,LEVEL (Czech Republic),Vooks,Post Arcade (National Post),GameOver.gr,GameSpew,Games.cz,GRYOnline.pl,Universo Nintendo,Impulsegamer,GameCritics,Nintendo Enthusiast,Twinfinite,TrueGaming,ZTGD,Areajugones,Critical Hit,Pocket Gamer UK,Digitally Downloaded,New York Daily News,M3,The Sydney Morning Herald,Let's Play Video Games,Digital Spy,Cubed3,Atomix,Forbes,DualShockers,Yahoo!,Cheat Code Central,The Daily Dot,Trusted Reviews,GamesBeat,COGconnected,The Digital Fix,Telegraph,IBTimes UK,Digital Chumps,SpazioGames,Meristation,Game Revolution,USgamer,Game Rant,GamingTrend,Giant Bomb,Guardian,Game Informer,Polygon,GamesRadar+,RPG Site,Nintendo Life,3DJuegos,FNintendo,Gamer.nl,GameSpot,God is a Geek,IGN,Metro GameCentral,Stevivor,Time,Attack of the Fanboy,Destructoid,Edge Magazine,GameCrate,LevelUp,Wccftech,XGN,The Games Machine,IGN Spain,Hobby Consolas,Multiplayer.it,Games Master UK,Switch Player,RPG Fan,IGN Italia,NintendoWorldReport,NZGamer,JeuxActu,EGM,CGMagazine,Vandal,GamePro Germany,Game World Navigator Magazine,InsideGamer.nl,4Players.de,games(TM),DarkStation,Hardcore Gamer,Arcade Sushi,Washington Post,VideoGamer,Everyeye.it,Shacknews,Gameblog.fr,Easy Allies,TheSixthAxis,We Got This Covered,Eurogamer Italy,New Game Network,The Jimquisition,Gamer.no,Slant Magazine,Ars Technica,Eurogamer,Glixel,Kotaku,Mashable,The Verge,Vice,Wired,IGN Japan,FANDOM,Gameplanet,DarkZero,Gaming Age,GameSpace,AusGamers,Game Over Online,Power Unlimited,Merlin'in Kazanı (Turkey),Riot Pixels,Video Chums,Metro Montreal,Toronto Sun,Worth Playing,Digital Trends,CNET,The A.V. Club,Tired Old Hack,VG247,PC Games,SECTOR.sk,Nintenduo,Shindig,But Why Tho?,Noisy Pixel,The Mako Reactor,Pure Nintendo,Nintendojo,Gamezebo,Nintendo Insider,NME,TouchArcade,Nintenderos,Starbit,Pocket Tactics,Movies Games and Tech,VGC,Comicbook.com,GGRecon,PCMag,Dexerto,Eurogamer Germany,Gamereactor Finland,Gamereactor Spain,Screen Rant,GAMINGbible,Checkpoint Gaming,INVEN,Press Start Australia,Siliconera,TierraGamer,My Nintendo News,GameSkinny,GAMES.CH,Gamereactor UK,GamingBolt,IGN Adria,Jeuxvideo.com,TheGamer,WellPlayed,Gfinity,Player 2,Ninty Fresh Magazine,BaziCenter,Hey Poor Player,GameMAG,Daily Star,Cultured Vultures,Finger Guns,The Escapist,Gamersky,PlayGround.ru,Variety,The Indie Game Website,Gaming Nexus,Malditos Nerds,Carole Quintaine,MGG,MMORPG.com,British GQ,KeenGamer,Tech-Gaming,IGN Portugal,iMore,MGG Spain,Het Nieuwsblad,Launcher (The Washington Post),GameByte,IGN France,Softpedia,GamesHub,The Enemy,Oyungezer,Gamepressure,The Independent,GamersRD,Inverse,PlaySense,The Loadout,Gamers Heroes,IndieWire,Gamer Escape,NPR,Quarter to Three,Gamers' Temple,The So Videogames Podcast,T3,IGN Brasil,Buried Treasure,Gamereactor Sweden,Gamereactor Norway,Gamereactor Denmark,Eurogamer Poland,Strategy Gamer,UploadVR
the-longest-five-minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nickelodeon-all-star-brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-force-anniversary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-trial-playground,,,,,,,,,,,,,70.0,50.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,75.0,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,70.0,,,55,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,67.0,,,,,,,78.0,,,,,,,,,,,,,,,,,,,60,,,75,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
say-no!-more,,,,,,75.0,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,75.0,70,,,,,80,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,50.0,70,,70.0,79,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hotel-sowls,80.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,80.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travis-strikes-again-no-more-heroes,,,,75.0,,80.0,65.0,,,70,,,,,,,70.0,50.0,75.0,80,,50.0,80,45.0,,90.0,,,70.0,,,40.0,76.0,,75,,,,70,,88.0,,,,,79,,60.0,70,,90.0,,,83,,,,80,65,70.0,75,60,50,60,40,65,,70.0,70,50.0,78,83.0,70,75.0,80,74.0,81,75,,50.0,,66.0,80,,65.0,85,85.0,68,47.0,,,70,,70.0,80.0,,,,60,50,40.0,55.0,80,,70,40.0,...,40.0,,...,...,,...,,,,,,,40.0,,,70.0,50.0,,,,,,,,60.0,,,...,...,,,,,,,,,,,,70,,,87,,,,,,,,,,,,90,,,,80,,,80,,,,,,75.0,,,,,,,,,,,,70.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-cross,,,,,,75.0,,,,50,,,,,,,,,80.0,50,,,,,70.0,,,,,,,,,,40,,,,,,75.0,,,,,,,40.0,,,,,,,,,,60,,60.0,,60,65,,,,,80.0,,,,,,65.0,,,,,,60.0,,,70,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,90.0,,,,,,72.0,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elli,65.0,,,,,,,,,,,65.0,70.0,,,,,,70.0,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,65.0,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
picross-s,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60.0,,,90,,,,,,,,,,,,,,,70,,72.0,,,,,,,,,,,,,,80.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felix-the-reaper,,,,,,,,,,70,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,70.0,,,,,,,,,,,,50,,,,,,,,50.0,,,,,,,,,,,,,,,,,,75,,,,80,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,78.0,,,,,,,,,,,,,85.0,,,60,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infernium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,40.0,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,60,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psikyo-shooting-stars-bravo,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,50,,70.0,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,70,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,70.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wonder-boy-collection,70.0,,,,77.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,60.0,,,70.0,65.0,,,,,80.0,75,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last-stop,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,60,70,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,72,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,60,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-train-all-aboard!-tourism,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,...,,,,,,,,,,60,,,,,,77,,60,80,,60.0,,65.0,60,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
legrand-legacy-tale-of-the-fatebounds,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,70,,60.0,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-of-the-world,,,,,,,,,,60,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,70,,60.0,,,,,,,,,,,,,,55.0,,,,,,60.0,,,70,,,,,,,,,,60.0,,,,,,70,,,,50,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
death-end-request-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giga-wrecker-alt,,,,,,,,,,50,,,,,,,90.0,,80.0,,75.0,,,,,60.0,,,,,,60.0,,,,,,,,,,,,,70.0,71,,,,,,,,,,,,70,,60.0,,,,,50,,,,,,,,,,,75.0,,,,,,,55,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,75.0,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maglam-lord,,,,,,,,50.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,75.0,65.0,,,,,,60.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olympic-games-tokyo-2020-the-official-video-game,,,,,,,,,,,,,,,,62.0,78.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,60,,,80,70.0,,,,,,,,,,,60,,80.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crossing-souls,,,,,,,,,,70,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,75,,,,,,,,,,,,,,,,,70.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kirbys-dream-buffet,,,65.0,70.0,,80.0,55.0,,,70,,,70.0,,,,,,,,,65.0,,,,,,,,,,,70.0,,80,,,,,,,,,,,69,70,,,,,,,,,,,80,...,,,,70,,50,,,,70,70.0,,70.0,50,,,,,65,,,,,60,,,,,60,,,,,,,80.0,,,,70,70,,,50,,60,,,,,,...,,,,,,,,,,,,,,,,,,70.0,,,,,,,,40,60.0,70.0,,,70.0,,,80.0,,70.0,70,60.0,60.0,80,,80,,,,,,,,,,,,,,,,60.0,75,,76.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,80.0,,,,,,,80.0,,,,70.0,60.0,,65.0,,,,,,,,,,,,,,,,,
fitness-boxing-2-rhythm-exercise,,,,,70.0,,,,,70,,,,,,,60.0,,,,,,,65.0,,,,,,,,,,,,,,,70,,,,40,,,63,75,,,,65.0,,,,,,,60,60,,,,60,,,,,,65,,,,,75.0,75,,50,60,,,,75.0,70,,,,,70,,68.0,,75,,,,,,,,,70.0,,60,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
save-me-mr-tako-tasukete-tako-san,,,,65.0,,65.0,,,,,,,,,,,,65.0,60.0,,,,,,,80.0,,,,,,50.0,,,,,,,,,75.0,,,,,,78,,,,60.0,,,,,,,80,,50.0,,,,,,,,,65,,,,,,,,,,,60.0,,,75,,,,,83,,,,,,,90.0,,,,,,50.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,80,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potata-fairy-flower,50.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,68,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,67.0,75.0,,,,,,80.0,,,60.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,60,,,,,,,,,45.0,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,41.0,,,,,,,,,,,,,,,,90.0,67.0,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eqqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,50,,,,,,,,,,,80.0,,,,,,70.0,,,65,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nine-parchments,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,50.0,,,60,,,,,,71.0,,,,,,,,,,,,,,,,,70,,70.0,,,70,,,,,,60,,,,,65.0,,73.0,,,,70.0,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,85.0,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stonefly,,,,,,65.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,60,,,60.0,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oceanhorn-monster-of-uncharted-seas,,,,,,,,,,60,,,,,,,60.0,,75.0,,,,,,80.0,,,,,,,70.0,,,60,,,,,,,,,,,65,,,,,,,,,,,,60,,60.0,60,,,,,,,,65,,,,,,,,,,,66.0,,,80,,,,,,85.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spongebob-squarepants-battle-for-bikini-bottom---rehydrated,70.0,,,,,,,,,,,,,,,80.0,,,70.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,83,,,,,80.0,,,,,,,70,65,,,,,50,,,,,60,,,,,,,,,,,40.0,,,75,,,,,72,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,70,,,78,60.0,,,,,,,,,,,,,,,,,,,60.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
fitness-boxing,,,,,,55.0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,65.0,,,,,,,80,,60.0,,,,,,,,,70,,,,,,,,,,,,,,75,,,,,70,,,,,,,,,,,,,70.0,,,60.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
river-city-saga-three-kingdoms,,,,80.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,60.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roguebook,,,,,,,40.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,70.0,,,,90.0,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destroy-all-humans!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,85.0,,,70,,60.0,75,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peaky-blinders-mastermind,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crysis-remastered,,,,,,,,,,,,,,,,,,65.0,,50,,,,,,,,,,,,40.0,,,,,,,,,65.0,,,,,78,,,,,60.0,,,,,,,80,80,,,,,,70,,,,65,,,,,,,,,70,,40.0,,,75,,,,75.0,68,,,,65,,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,74.0,,,,,67.0,,,,,,,,,,,65.0,,,,,,,,,80.0,,,,,,,,,,,60,,,,,,,,50.0,,,,,75.0,,,,,,65.0,,,,,,,70.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toki,,,,,,,,,,,,80.0,,,,,,40.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,60,70,70.0,,,,,60,,,,,,,,,60.0,,,70,,,70.0,,62.0,75,,,,,73,,,,,,,,,,,,,70.0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,70,,,70,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darius-cozmic-collection-console,,,,,,,,,,,,,,,,,,45.0,70.0,,,,,,,,,60.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,50,,,,,,,,,,,,,,,70.0,,,65,,,,,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golem-gates,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,70.0,,,,,,,,,,,,,,,,,,,,60.0,,,65,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc-super-hero-girls-teen-power,,,,,,70.0,,,,70,,,,,,,,,,,,,,75.0,,70.0,,60.0,,,,70.0,70.0,,,,,,,,65.0,,,,,,,,,,,,,,,,,70,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,50,,60.0,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,80,,70.0,,,70.0,59.0,,,75.0,,,,,,,,,,,,60.0,,,,,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultra-street-fighter-ii-the-final-challengers,,50.0,,65.0,,65.0,60.0,,,...,,,,,,,70.0,80.0,80.0,,55.0,65.0,75,70.0,70.0,,,70.0,70.0,,,70.0,79.0,70.0,75,,78.0,,80,,70.0,,,,65.0,80,70,60.0,60,60.0,65.0,,,70,60,,,60,75,60.0,70,,70,,50,30,,50.0,70,,,72.0,50,70.0,68,75.0,77,70,,70.0,,69.0,70,,80.0,65,85.0,75,,,,68,40.0,,,,,,78,50,80.0,,50,60.0,,,,50.0,,,...,,,,...,...,,,,,,50.0,,,90.0,,,,,,,65.0,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
