Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
destiny-the-dark-below,https://www.metacritic.com/game/playstation-4/destiny-the-dark-below,Activision,Bungie,"Dec 9, 2014","PlayStation 3, Xbox 360, Xbox One","Augment the Destiny experience with a myraid of weapons, armor, and gear earned in new story quests and missions, 3 new competitive multiplayer arenas, and a new Strike and Raid. Under the surface of the Moon, a long-ago forgotten enemy awakens. Survive the true depths of the Hellmouth, and stop its dark army from invading Earth. Collapse",63,mixed or average reviews,41,9,29,3,3.1,generally unfavorable reviews,280.0,10.0,11.0,74.0,"Sci-Fi, Action, Shooter, First-Person, Arcade",,T,#36 Most Discussed PS4 Game of 2014
metal-wolf-chaos-xd,https://www.metacritic.com/game/playstation-4/metal-wolf-chaos-xd,Devolver Digital,"From Software, General Arcade","Aug 6, 2019","PC, Xbox One","Metal Wolf Chaos XD is a modernized re-release of FromSoftware's 2004 mech shooter with upgraded visual fidelity, refined controls and gameplay, a new save system, and 4K + 16:9 support for modern displays.",63,mixed or average reviews,29,7,20,2,6.3,mixed or average reviews,32.0,4.0,1.0,0.0,"Simulation, Vehicle, Combat",No Online Multiplayer,T,#38 Most Shared PS4 Game of 2019
battle-princess-madelyn,https://www.metacritic.com/game/playstation-4/battle-princess-madelyn,"Causal Bit Games , Limited Run Games",Causal Bit Games,"Dec 20, 2018","PC, Switch, Xbox One","Battle Princess Madelyn is a game that follows the journey of a young knight in training, Madelyn, and her ghostly pet dog, Fritzy. They set out on a journey to save her kingdom and her family from the clutches of an evil wizard.",63,mixed or average reviews,8,2,5,1,5.0,mixed or average reviews,20.0,2.0,0.0,1.0,"Action, Platformer, 2D",No Online Multiplayer,E10+,
beholder-complete-edition,https://www.metacritic.com/game/playstation-4/beholder-complete-edition,"Curve Digital , Warm Lamp Games",Warm Lamp Games,"Jan 16, 2018","Switch, Xbox One","You’re a government-installed landlord in a totalitarian state. Your job is to spy on tenants, peep into their lives, eavesdrop on their conversations, and profile everyone to ensure laws are beyond obeyed and the state is kept happy. Anyone caught plotting against the state’s ever-changing laws must be reported. But will you? Collapse",63,mixed or average reviews,8,0,8,0,6.5,mixed or average reviews,14.0,0.0,1.0,1.0,"Strategy, General",No Online Multiplayer,T,
poncho,https://www.metacritic.com/game/playstation-4/poncho,Rising Star Games,Delve Interactive,"Nov 3, 2015","PC, Wii U","
A robot, a poncho and a journey of discovery! Make your way through this world of pixelated parallax platforming to solve the ultimate puzzle: who is Poncho?

The world is ruined; mankind is gone and all that remains are robots. But for Poncho, the adventure is just beginning! Explore an open world full of colourful characters, leaping between parallax layers to overcome obstacles and solve puzzles. Can you make it to the Red Tower, meet your Maker and ultimately save humanity?

Key Features:

-A 2D world with 3D thinking! Use brains as well as platforming skill, moving back and forth through Poncho's world as well as left and right to progress.
-Discover new challenges around every corner: platforms that move when you do, areas that switch from 3D to 2D and back again, shifting walls, seemingly impossible ascents and much more!
-Gorgeous pixel graphics mix with clever gameplay and a catchy soundtrack to create a retro-style experience that's truly unique! Collapse",63,mixed or average reviews,11,4,7,0,3.6,generally unfavorable reviews,7.0,0.0,1.0,2.0,"Action, Platformer, 2D",,E,
arcade-classics-anniversary-collection,https://www.metacritic.com/game/playstation-4/arcade-classics-anniversary-collection,Konami,Konami,"Apr 18, 2019","PC, Switch, Xbox One","This collection includes 8 arcade masterpieces of the 80s, from Nemesis to Haunted Castle. Experience these KONAMI classics in all their retro glory, now enhanced with modern features.",63,mixed or average reviews,10,1,9,0,3.9,generally unfavorable reviews,7.0,0.0,1.0,0.0,"Miscellaneous, Compilation",No Online Multiplayer,T,
space-junkies,https://www.metacritic.com/game/playstation-4/space-junkies,Ubisoft,Ubisoft Montpellier,"Mar 26, 2019",PC,"Face off in extreme battles, immersing yourself in this visceral, jetpack-fueled VR arcade shooter. Danger is everywhere as you fly through the arenas, so stay sharp as you dodge and weave through the VR battlefields.",63,mixed or average reviews,12,1,10,1,4.0,generally unfavorable reviews,6.0,0.0,0.0,1.0,"Action, Arcade",4,T,
unbox-newbies-adventure,https://www.metacritic.com/game/playstation-4/unbox-newbies-adventure,Merge Games,Merge Games,"Jul 25, 2017","PC, Switch, Xbox One","Unbox is a 90s style 3D platformer about the ultimate postal service, self-delivering cardboard boxes! Unbox has giant worlds full of challenges, collectibles and boxy boss battles!",63,mixed or average reviews,8,2,4,2,tbd,no user score yet,1.0,1.0,0.0,0.0,"Action, Platformer, 3D",,E,
skully,https://www.metacritic.com/game/playstation-4/skully,Modus Games,Finish Line Games,"Aug 4, 2020","PC, Switch, Xbox One","On a mysterious remote island, a skull washes up on shore and is reawakened by an enigmatic deity. Dubbed Skully, the newly reanimated being has been summoned to intervene in a war between the deity’s three siblings, whose quarrel jeopardizes the island they call home.",63,mixed or average reviews,17,3,13,1,tbd,no user score yet,1.0,0.0,0.0,1.0,"Action, Platformer, 3D",No Online Multiplayer,E,
fat-princess-adventures,https://www.metacritic.com/game/playstation-4/fat-princess-adventures,"SCEA , SCE Santa Monica","SCE Santa Monica, Fun Bits","Dec 5, 2015",,"This new co-op adventure serves up the cheeky light-hearted humor that made the PlayStation 3 game what it was. Up to 4 friends can team up for a not-so-epic adventure to slay monsters, steal loot, rescue the princesses, gobble cake, and defeat the evil Bitter Queen. Your band of comrades will stab, smash, grab and grub your way through the land of Great Bitten with all the mischief that you would expect from a Fat Princess RPG. Collapse",63,mixed or average reviews,36,10,25,1,7.1,mixed or average reviews,54.0,9.0,6.0,1.0,"Action, Role-Playing, General, Action RPG",4,T,#91 Most Shared PS4 Game of 2015
citizens-of-space,https://www.metacritic.com/game/playstation-4/citizens-of-space,Sega,Sega,"Jun 18, 2019","PC, Switch, Xbox One","Representatives of the Galactic Federation, thank you for having me here tonight to celebrate Earth’s acceptance into this noble organization! It is an absolute honor to act as the Ambassador of Earth, a most honorable role, and… what’s that? Earth is… missing!?",63,mixed or average reviews,9,1,8,0,6.7,mixed or average reviews,6.0,2.0,0.0,0.0,"Role-Playing, Japanese-Style",No Online Multiplayer,T,
pang-adventures,https://www.metacritic.com/game/playstation-4/pang-adventures,DotEmu,Pasta Games,"Apr 19, 2016","iPhone/iPad, PC, Switch, Xbox One",A game in which players guide two brothers on a global quest to save humankind from a massive alien invasion.,63,mixed or average reviews,10,0,9,1,5.6,mixed or average reviews,12.0,3.0,2.0,0.0,"Action, Platformer, 2D",,E,
secret-of-mana,https://www.metacritic.com/game/playstation-4/secret-of-mana,Square Enix,"Square Enix, Q Studios","Feb 15, 2018","PC, PlayStation Vita","Originally released in 1993, ""Secret of Mana"" is by far the most popular title in the Mana series. This is its full 3D remake. The game faithfully retells the story while adopting modern 3D graphics and controls. It features a newly arranged musical score, voiced characters and new content. The adventure of Randi, Primm, and Popoi is reborn in the new ""Secret of Mana"".

KEY FEATURES:

* Moogle Suit DLC - Equippable armor that can be used in game. This special piece of equipment also changes the appearance of the characters.
* Tiger Two Piece DLC -Equippable armor that can be used in game. This special piece of equipment also changes the appearance of Primm.
* Tiger Suit DLC - Equippable armor that can be used in game. This special piece of equipment also changes the appearance of Randi and Popoi.
* Custom downloadable wallpaper (sizes: 1024 x 768, 1280 x 1024, 1920 x 1080, 2560 x 1600)
* 3D Graphics - Revamped visuals for the entire game; a vivid, Mana-filled world rebuilt in 3D!
* Upgraded Gameplay - The original system has been reworked in an effort to realize a modern action RPG with improved gameplay. Collapse",63,mixed or average reviews,59,8,45,6,6.1,mixed or average reviews,127.0,18.0,11.0,14.0,"Role-Playing, Action RPG",No Online Multiplayer,E10+,"#63 Most Discussed PS4 Game of 2018
#78 Most Shared PS4 Game of 2018"
king-of-seas,https://www.metacritic.com/game/playstation-4/king-of-seas,"Team17 , 3DClouds",3DClouds,"May 25, 2021","PC, Switch, Xbox One","King of Seas is an Action Role playing game set in a procedural pirate world. An epic adventure awaits you in a fantastic world, dotted with fights, lost islands and treasures. A universe that will keep you anchored as you struggle to become the king of all pirates.",63,mixed or average reviews,10,3,6,1,tbd,no user score yet,1.0,0.0,1.0,0.0,"Role-Playing, Adventure, General, Action RPG",No Online Multiplayer,,"#98 Best PS4 Game of 2021
#95 Most Discussed PS4 Game of 2021"
8-bit-hordes,https://www.metacritic.com/game/playstation-4/8-bit-hordes,"Petroglyph , Soedesco",Petroglyph,"Feb 1, 2019","PC, Xbox One","From the team that brought you 8-Bit Armies comes a new fantasy RTS as fast-paced and friendly as the original! 8-BIT HORDES is a colorful strategy-arcade game that is easy to learn for players of all skill levels. Collect resources, build up and defend your base, amass your army of orcs or humans and ultimately crush your opponents! 8-Bit Hordes features offline single-player missions, two-player cooperative missions, AI skirmish mode, and Player-vs-Player Multiplayer modes running on dedicated game servers. Collapse",63,mixed or average reviews,12,2,9,1,3.0,generally unfavorable reviews,7.0,0.0,0.0,0.0,"Strategy, Real-Time, Command",,,
stifled,https://www.metacritic.com/game/playstation-4/stifled,Gattai Games,Gattai Games,"Oct 31, 2017",PC,,63,mixed or average reviews,13,1,11,1,6.2,mixed or average reviews,9.0,2.0,1.0,0.0,"Adventure, 3D, First-Person",No Online Multiplayer,T,
exiles-end,https://www.metacritic.com/game/playstation-4/exiles-end,XSEED Games,MagneticRealms,"Oct 25, 2016","PC, PlayStation Vita, Wii U, Xbox One","When the scion of the most powerful corporation in the galaxy goes missing on a remote mining planet, a team of mercenaries is dispatched to investigate. Among them is Jameson, an old soldier with a dark past. Inspired by early ’90s “cinematic platformers,’ Exile’s End plays out as an exploration-driven side-scrolling adventure through a massive mining complex on a moody, lonely alien world. [Playstation.com] Collapse",63,mixed or average reviews,15,1,13,1,6.6,mixed or average reviews,5.0,0.0,0.0,0.0,"Action, Platformer, 2D",No Online Multiplayer,T,
salary-man-escape-vr,https://www.metacritic.com/game/playstation-4/salary-man-escape-vr,Sony Interactive Entertainment,"Sony Interactive Entertainment, Red Accent Studios","Jun 26, 2018",,"Salary Man Escape is an edgy, satirical VR physics puzzle game where the player must use skill and tact to help a disgruntled Salaryman escape his life.",63,mixed or average reviews,14,3,11,0,6.6,mixed or average reviews,24.0,6.0,3.0,0.0,"Puzzle, Action",No Online Multiplayer,E,
the-order-1886,https://www.metacritic.com/game/playstation-4/the-order-1886,SCEA,"Ready at Dawn, SCE Santa Monica","Feb 20, 2015",,"The Order: 1886 introduces us to a unique vision of Victorian-Era London in which Man uses advanced technology to battle a powerful and ancient enemy. As Galahad, a member of an elite order of Knights, join a centuries-old war against a powerful threat that will determine the course of history in this third-person action-adventure shooter. Collapse",63,mixed or average reviews,94,30,53,11,6.8,mixed or average reviews,4044.0,617.0,277.0,186.0,"General, General, Action, Action Adventure, Shooter, Linear, Third-Person, Sci-Fi, Arcade",No Online Multiplayer,M,"#5 Most Discussed PS4 Game of 2015
#24 Most Shared PS4 Game of 2015"
travis-strikes-again-no-more-heroes---complete-edition,https://www.metacritic.com/game/playstation-4/travis-strikes-again-no-more-heroes---complete-edition,Marvelous Inc.,Grasshopper Manufacture,"Oct 17, 2019","PC, Switch","Seven years have passed since the events of No More Heroes, and The Bad is determined to exact his revenge on Travis Touchdown. Just like the original cult classic, players will have to battle through multiple punk-rock levels and defeat over-the-top bosses.",63,mixed or average reviews,11,4,6,1,7.7,generally favorable reviews,37.0,3.0,3.0,0.0,"Action, Beat-'Em-Up, 3D",No Online Multiplayer,M,
neverwinter-nights-enhanced-edition,https://www.metacritic.com/game/playstation-4/neverwinter-nights-enhanced-edition,Skybound Games,Beamdog,"Dec 3, 2019","PC, Switch, Xbox One","
Neverwinter Nights: Enhanced Edition adds all-new enhanced features to the playable content of Neverwinter Nights Diamond Edition.

Slink through the shadows as a deadly half-elven rogue, wield fearsome magics as a powerful gnomish sorcerer, vanquish your foes as an armor-clad dwarven paladin... whatever hero you create, incredible adventures await.

Discover magic, wonder, and danger at every turn on your own or with friends in these classic Dungeons & Dragons adventures.

Enhanced Features:
- Mobile Play: A new virtual joystick and context sensitive button makes gameplay easy
- Improved Display: Featuring a new re-engineered UI for tablet and phone play. Portrait, combat bar, inventory, and other UI elements adjust in size based on device resolution, and can be scaled to your liking.
- Advanced Graphics Options: Pixel shaders and post-processing effects make for crisper, cleaner visuals. Enable contrast, vibrance, and depth of field options as preferred.
- Community Endorsed: Original developers have teamed with key members of the Neverwinter Nights community to curate important fan-requested improvements to support players, storytellers, and modders.
- Backwards Compatibility: Works with save games, modules, and mods from the original Neverwinter Nights. A galaxy of community created content awaits.
- Cross-Platform Multiplayer: Experience vast persistent worlds and game online with friends playing on mobile or desktop.

All the playable content of Neverwinter Nights Diamond Edition:
- The original Neverwinter Nights campaign: Find yourself at the center of intrigue, betrayal, and dark magic in Neverwinter Nights. Journey through dangerous cities, monster filled dungeons and deep into uncharted wilderness in search of the cure for a cursed plague ravaging the city of Neverwinter.

Two expansion packs:
- Shadows of Undrentide: Another adventure begins in Shadows of Undrentide! Charged by your master to recover four ancient artifacts, travel from the Silver Marches to unravel mysteries of a long-dead magical civilization.
- Hordes of the Underdark: Continue the adventure started in Shadows of Undrentide and journey into the ever-more bizarre and hostile depths of Undermountain to challenge a gathering evil. Collapse",63,mixed or average reviews,9,2,5,2,3.8,generally unfavorable reviews,18.0,0.0,1.0,7.0,"Role-Playing, Western-Style",No Online Multiplayer,M,
whispering-willows,https://www.metacritic.com/game/playstation-4/whispering-willows,LOOT Interactive,LOOT Interactive,"Jun 30, 2015","iPhone/iPad, PC, PlayStation Vita, Switch, Wii U, Xbox One","In Whispering Willows, the player takes on the role of Elena, a determined young girl with the extraordinary ability to project her spirit outside of her body. In her spectral form, Elena can interact with the benevolent spirits and wicked wraiths that used to dwell within the walls of the sinister Willows Mansion - lost souls, stuck in time and space, who hold the secrets that Elena will need to traverse the terrifying old manor. Players need to make use of Elenas corporeal and ethereal forms to overcome obstacles, solve the riddles of the mansions enigmatic specters, and find Elenas lost father. Collapse",63,mixed or average reviews,23,4,17,2,6.1,mixed or average reviews,34.0,6.0,2.0,0.0,"Adventure, General",No Online Multiplayer,T,
arizona-sunshine,https://www.metacritic.com/game/playstation-4/arizona-sunshine,Vertigo Games,Jaywalkers Interactive,"Jul 5, 2017",PC,"Arizona Sunshine thrusts you in the midst of a zombie apocalypse, exclusively in VR. Handle weapons with real-life movements, freely explore a post-apocalyptic world, and put your survival skills to the test with PS VR. [Playstation.com]",63,mixed or average reviews,31,6,23,2,6.3,mixed or average reviews,59.0,11.0,6.0,4.0,"Action, Shooter, First-Person, Light Gun, Arcade",4,M,
nascar-heat-5,https://www.metacritic.com/game/playstation-4/nascar-heat-5,704Games,704Games,"Jul 7, 2020","PC, Switch, Xbox One","NASCAR heat 5, the official video game of the world's most popular stockcar racing Series, puts you behind the wheel of these incredible racing machines and challenges you to become the 2020 NASCAR Cup Series champion. Features all the official teams, drivers and cars from the three NASCAR national series as well as the Xtreme dirt Tour, racing on 38 Authentic tracks. All official 2020 NASCAR tracks, teams, cars, drivers and schedule from four racing Series - the 2020 NASCAR Cup Series, NASCAR XFINITY series, NASCAR gander rv & outdoors Truck series and fan-favorite, the extreme dirt Tour. Split screen multiplayer allows you to race against your friends on the same screen. Collapse",63,mixed or average reviews,7,1,6,0,5.4,mixed or average reviews,19.0,2.0,2.0,6.0,"Racing, Simulation, Automobile",40,E,
the-occupation,https://www.metacritic.com/game/playstation-4/the-occupation,Sold Out,White Paper Games,"Mar 5, 2019","PC, Xbox One","It's 1987 in North West England; A time of 80's British pop, grand architecture and political unrest. An explosion has triggered a controversial act which threatens to erode civil liberties of the population to be rushed into place. You are tasked with investigating and questioning people on their actions from a tumultuous night which resulted in the loss of many lives. Each person has a different account of the night's event and you must use the tools at your disposal to get the results you need for your investigation.

Will you take the most direct route at the risk of getting caught, or plan your approach carefully whilst precious time ticks by? Events happen in real-time and you must make decisions based on the evidence. You are the reporter. You decide the narrative. Collapse",63,mixed or average reviews,25,4,19,2,4.2,generally unfavorable reviews,16.0,0.0,2.0,0.0,"Adventure, 3D, First-Person",No Online Multiplayer,T,#56 Most Shared PS4 Game of 2019
destiny-2-warmind,https://www.metacritic.com/game/playstation-4/destiny-2-warmind,Activision,Bungie,"May 8, 2018","PC, Xbox One","Destiny 2 Expansion II: Warmind continues your Guardian’s journey with an all-new story. Ana Bray, a Guardian long thought lost, searches for a connection to her past…one that could be lost forever on the polar ice caps of Mars. As Golden Age warsats begin slamming into the ice, the glaciers begin to thaw, revealing the core of the Warmind Rasputin – and an ancient Hive army bent on its destruction. Now free, the Hive swarm in service to their god Xol. Help Ana discover her past and destroy the Hive’s gargantuan worm-god before it is too late. Collapse",63,mixed or average reviews,25,5,20,0,3.0,generally unfavorable reviews,237.0,12.0,17.0,45.0,"Action, Shooter, First-Person, Arcade",,,#43 Most Discussed PS4 Game of 2018
trailblazers,https://www.metacritic.com/game/playstation-4/trailblazers,Rising Star Games,"Supergonk Ltd., Supergonk","May 8, 2018","PC, Switch, Xbox One","Welcome to the Trailblaze Tournament! Get ready for high-speed thrills with an explosion of color in Trailblazers, the first-ever second-to-second co-operative arcade racer.",63,mixed or average reviews,15,5,9,1,6.0,mixed or average reviews,8.0,0.0,1.0,0.0,"Racing, Arcade, Futuristic",6,E,
maskmaker,https://www.metacritic.com/game/playstation-4/maskmaker,Innerspace VR,Innerspace VR,"Apr 20, 2021",PC,"Assume the role of a Maskmaker's apprentice and learn the magic of crafting masks to immerse yourself in the intriguing, enigmatic beings within the game. From mask-to-mask and puzzle-to-puzzle, explore your way through the ""mask realm"" to seek Prospero who appears to rule it and ultimately unravel the secret of his identity. Collapse",63,mixed or average reviews,8,1,7,0,tbd,no user score yet,3.0,0.0,0.0,0.0,"Adventure, 3D, First-Person",No Online Multiplayer,E10+,#99 Best PS4 Game of 2021
warhammer-chaosbane,https://www.metacritic.com/game/playstation-4/warhammer-chaosbane,Bigben Interactive,Games Workshop,"Jun 4, 2019","PC, PlayStation 5, Xbox One, Xbox Series X","In a world ravaged by war and dominated by magic, you must rise up to face the Chaos hordes. Playing solo or with up to four players in local or online co-op, choose a hero from four character classes and prepare for epic battles wielding some of the most powerful artefacts of the Old World.",63,mixed or average reviews,29,4,23,2,4.5,generally unfavorable reviews,50.0,6.0,4.0,12.0,"Role-Playing, Action RPG",4,M,"#90 Most Discussed PS4 Game of 2019
#31 Most Shared PS4 Game of 2019"
bubsy-paws-on-fire,https://www.metacritic.com/game/playstation-4/bubsy-paws-on-fire,Accolade,Choice Provisions,"May 16, 2019","PC, Switch","From the developers of the Bit.Trip series comes the latest and greatest in bobcat-based gaming. Oinker P. Hamm is determined to capture every animal in the universe for his “Amazootorium.” Bubsy, fearing mostly for himself, is just as determined to stop him. No matter who emerges victorious, there’s going to be a whole lot of yarn along the way. Collapse",63,mixed or average reviews,10,2,7,1,7.5,generally favorable reviews,118.0,18.0,4.0,4.0,"Action, Platformer, 2D",No Online Multiplayer,E,#81 Most Discussed PS4 Game of 2019
planet-alpha,https://www.metacritic.com/game/playstation-4/planet-alpha,Team17,Adrian Lazar,"Sep 4, 2018","PC, Switch, Xbox One","Planet Alpha, a beautiful alien world filled with mystery and danger. Injured, stranded and alone, you must harness the power of night and day as you struggle to survive while being pursued by relentless enemies.",63,mixed or average reviews,15,7,6,2,6.4,mixed or average reviews,17.0,1.0,1.0,0.0,"Action, Platformer, 2D",No Online Multiplayer,T,#93 Most Shared PS4 Game of 2018
madden-nfl-21,https://www.metacritic.com/game/playstation-4/madden-nfl-21,Electronic Arts,EA Sports,"Aug 25, 2020","PC, PlayStation 5, Stadia, Xbox One, Xbox Series X",Innovative new gameplay mechanics in Madden NFL 21 deliver advanced levels of control and inspire creativity. Get crafty with the all-new Skill Stick that allows for enhanced precision on both sides of the ball. Push the limits of your legacy in Face of the Franchise: Rise To Fame. The new playable documentary career mode offers all-out levels of agency and depth throughout your journey to the Hall of Fame. Pull up for a brand-new season of Ultimate Team content as you earn rewards to finesse your depth chart and flex your fantasy roster on the competition. Your favorite NFL teams’ playbooks are updated in Play Now and Franchise based on new schemes and new plays utilized during the real-life NFL season. [Electronic Arts] Collapse,63,mixed or average reviews,29,4,23,2,0.3,overwhelming dislike,5798.0,37.0,13.0,3342.0,"Sports, Team, Football, Sim",6,E,#4 Most Discussed PS4 Game of 2020
call-of-cthulhu,https://www.metacritic.com/game/playstation-4/call-of-cthulhu,"Focus Home Interactive , Maximum Games","Cyanide, Cyanide Studios","Oct 30, 2018","PC, Switch, Xbox One","Plunge into Cyanide Studio's Call of Cthulhu, the official Cthulhu videogame inspired by Chaosium's classic pen and paper RPG. Uncover the chilling mysteries of this RPG-investigation game, descending deep into a world of cosmic horrors, creeping madness, and shrouded Old Gods within Lovecraft's iconic universe.

The Cthulhu Mythos has been fascinating audiences for generations, growing to become one of the largest shared universes ever envisioned and giving birth to countless stories, novels, movies, tabletop and videogames since the original publication of H.P. Lovecraft's The Call of Cthulhu. Adaptions and references have formed a widespread legacy stretching back to the very beginning of the 20th century, latching on to the key fear of the human psyche: that of the unknown. Now, Call of Cthulhu will bring the mythos to life like never before, on PlayStation 4, Xbox One and PC.

In this world, nothing is as it seems. Sanity is an irregular bedfellow, all too often replaced by the whisperings in the dark. Strange creatures, weird science, and shadowy cults dominate the Cthulhu Mythos, intent on realizing their mad schemes to bring about the end of everything. Your mind will suffer -- balancing a razor-thin line between sanity and madness, your senses will be disrupted until you question the reality of everything around you. Trust no one. Creeping shadows hide lurking figures... and all the while, the Great Dreamer prepares for his awakening. Collapse",63,mixed or average reviews,47,9,34,4,7.1,mixed or average reviews,205.0,23.0,18.0,10.0,"Role-Playing, Action Adventure, General, Survival",No Online Multiplayer,M,"#56 Most Discussed PS4 Game of 2018
#89 Most Shared PS4 Game of 2018"
shiftlings,https://www.metacritic.com/game/playstation-4/shiftlings,Sierra Games,Rock Pocket Games,"Mar 3, 2015","PC, Switch, Wii U, Xbox One","Rock Pocket Games' Shiftlings, a platform puzzler, which can be played both alone or with a friend, revolves around two Alien Twins who are attached to each other through a cable. In single player mode the player can switch the controls between the two aliens on top of switching the size of the two, while in co-op mode, each player controls one of the two twins. Switching size between the two characters is an important part of getting through the tricky puzzles. The smaller size enables higher jumps while the bigger Twin can't jump but instead is able to push boxes and can be used as a trampoline by the smaller counterpart. The Cable, that connects to two Twins, provides both challenges but also solutions to get the two through the puzzles and to the end goal of each level. Collapse",63,mixed or average reviews,13,1,12,0,6.4,mixed or average reviews,18.0,1.0,0.0,0.0,"Action, Platformer, 2D",2,T,
the-book-of-unwritten-tales-2,https://www.metacritic.com/game/playstation-4/the-book-of-unwritten-tales-2,Nordic Games Publishing,KING Art,"Sep 18, 2015","iPhone/iPad, PC, PlayStation 3, Switch, Wii U, Xbox 360, Xbox One","Join Wilbur, Ivo, Nate and Critter in another classic point-and-click adventure in the wicked world of Aventasia.",63,mixed or average reviews,9,3,5,1,6.7,mixed or average reviews,24.0,1.0,0.0,0.0,"Adventure, General, Point-and-Click",No Online Multiplayer,,
the-house-of-the-dead-remake,https://www.metacritic.com/game/playstation-4/the-house-of-the-dead-remake,Forever Entertainment,MegaPixel Studio,"Apr 28, 2022","PC, PlayStation 5, Stadia, Switch, Xbox One, Xbox Series X","
Nobody leaves here alive!

The House of the Dead: Remake is a remade version of the game introduced in 1997 in arcade platform. A classic arcade rail-shooter receives a whole new entourage and gameplay changes to suit modern gaming standards.

* Hordes of the undead monstrosities in a fast-paced rail-shooter.
* True to the original gameplay.
* Well known arcade classic with modern graphics and controls.
* Multiple endings. Collapse",63,mixed or average reviews,7,0,7,0,6.0,mixed or average reviews,7.0,0.0,4.0,1.0,"Action, Shooter, Light Gun",No Online Multiplayer,M,"#38 Best PS4 Game of 2022
#16 Most Discussed PS4 Game of 2022"
gods-will-fall,https://www.metacritic.com/game/playstation-4/gods-will-fall,Deep Silver,Clever Beans,"Jan 28, 2021","PC, Stadia, Switch, Xbox One","The gods’ torturous rule over humanity has lasted for millennia. Bent on cruelty and suffering, they demand to be served with blind worship through an oath of fealty pledged from every man, woman and child. To those who don't submit to the gods’ will; a slow and merciless death awaits.",63,mixed or average reviews,25,6,17,2,5.5,mixed or average reviews,10.0,0.0,0.0,1.0,"Action Adventure, General",No Online Multiplayer,,#100 Best PS4 Game of 2021
pop-up-pilgrims,https://www.metacritic.com/game/playstation-4/pop-up-pilgrims,Dakko Dakko,Dakko Dakko,"Feb 13, 2018",,Wear your PS VR headset and use the simple controls to guide the pilgrims around a variety of stages.,63,mixed or average reviews,17,2,14,1,tbd,no user score yet,2.0,1.0,0.0,0.0,"Strategy, Real-Time, General",No Online Multiplayer,E,
sudden-strike-4,https://www.metacritic.com/game/playstation-4/sudden-strike-4,Kalypso,Kalypso,"Aug 15, 2017",PC,"
Sudden Strike is back! The beloved Real Time Strategy series returns, this time with bigger battlefields, more units, better graphics, new scenarios and legendary commanders with individual abilities all of which makes Sudden Strike 4 more tactical and realistic than ever before!

Sudden Strike 4 sends you off on three extensive campaigns set amongst the battlefields of World War 2. Commanding the British and American, German or Soviet troops, you will lead over 100 different units into battle; like the German bomber Heinkel He111, the Russian T-34 tank, the British Hawker Typhoon fighter plane and the notorious German PanzerkampfwagenVI Tiger. In a first for the Sudden Strike series, you can now choose from one of nine individual commanders, such as George Patton or Bernard Montgomery, who will each allow for different approaches to combat and boast unique abilities.

Prove your strategic expertise in over 20 demanding single player scenarios, the challenge-focused skirmish mode and the ultra-competitive multiplayer mode. Excellence will be rewarded through a unique reward system, where successfully completing missions will unlock exclusive content, such as historical film footage from the era.

Sudden Strike 4 offers countless ways to vanquish your opponents. Exploit the weak spots of tanks, set up an ambush, occupy buildings with infantry, outmaneuver the enemy with clever positioning or unleash devastating air strikes how you approach each mission is up to you! Collapse",63,mixed or average reviews,12,2,10,0,7.5,generally favorable reviews,32.0,8.0,3.0,0.0,"Strategy, Real-Time, General",8,T,
sword-art-online-lost-song,https://www.metacritic.com/game/playstation-4/sword-art-online-lost-song,Bandai Namco Games,"Bandai Namco Games, Artdink","Nov 17, 2015","PC, PlayStation Vita","Sword Art Online: Lost Song features all-new Aerial Battles and an array of customization features. With an original story based on the ALfheim Online realm, fans will be able to play as Kirito or other key characters from Sword Art Online including Leafa and Asuna to explore Svart ALfheim, a brand new area of ALfheim Online. Players will also be able to create their own customizable avatar and experience co-op play with up to three other friends online. Collapse",63,mixed or average reviews,32,2,27,3,6.2,mixed or average reviews,89.0,9.0,5.0,5.0,"Role-Playing, Action RPG",16,T,#46 Most Shared PS4 Game of 2015
brawl,https://www.metacritic.com/game/playstation-4/brawl,Bloober Team,Bloober Team,"Apr 24, 2015","PC, Switch","It’s a horror-themed party game for up to four players. The game mixes well-known gameplay (you try to blow up your opponents with strategically placed bombs) with MOBA elements. There are eight characters, each with unique skillset. The easiest way to learn which character is best suited to your style is to play through the story mode that serves as a tutorial. BRAWL is mainly a party game and as such it features five local multiplayer modes, two online only, and two modes that can be played by one or two players in cooperation. Collapse",62,mixed or average reviews,18,2,14,2,6.4,mixed or average reviews,70.0,8.0,1.0,2.0,"Action, Arcade",4,M,
groundhog-day-like-father-like-son,https://www.metacritic.com/game/playstation-4/groundhog-day-like-father-like-son,Sony Pictures Virtual Reality,"Tequila Works, Sony Pictures Virtual Reality","Sep 17, 2019",PC,"You’re stuck in a time loop as Phil Connors, Jr., back in Punxsutawney for Groundhog Day in this virtual reality sequel to the iconic hit movie. Don’t worry, Ned will show you the way. But watch that first step — it’s a doozy! So why don’t you stay here a while?",62,mixed or average reviews,12,2,9,1,5.4,mixed or average reviews,16.0,0.0,1.0,1.0,"Adventure, 3D, First-Person",No Online Multiplayer,M,
